"ORDER
NUMBER","QUANTITY
ORDERED", PRICEEACH , SALES AMOUNT ,STATUS,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,COMPANY_NAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10143,34,100,"3,456",Shipped,8,2003,Vintage Cars,S18_3856,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Medium
10155,29,100,"3,623",Shipped,10,2003,Vintage Cars,S18_3856,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Medium
10167,34,100,"3,600",Cancelled,10,2003,Vintage Cars,S18_3856,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10178,48,100,"5,387",Shipped,11,2003,Vintage Cars,S18_3856,Alpha Cognac,Toulouse,France,EMEA,Roulet,Annette,Medium
10186,46,100,"4,919",Shipped,11,2003,Vintage Cars,S18_3856,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Hardy,Thomas,Medium
10197,22,100,"2,539",Shipped,11,2003,Vintage Cars,S18_3856,Enaco Distributors,Barcelona,Spain,EMEA,Saavedra,Eduardo,Small
10209,20,100,"2,499",Shipped,1,2004,Vintage Cars,S18_3856,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Chandler,Michael,Small
10222,45,86,"3,859",Shipped,2,2004,Vintage Cars,S18_3856,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Valarie,Medium
10249,46,100,"5,601",Shipped,5,2004,Vintage Cars,S18_3856,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Kyung,Medium
10262,34,100,"4,103",Cancelled,6,2004,Vintage Cars,S18_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10273,50,86,"4,288",Shipped,7,2004,Vintage Cars,S18_3856,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,Medium
10283,46,100,"5,796",Shipped,8,2004,Vintage Cars,S18_3856,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Lincoln,Elizabeth,Medium
10296,22,85,"1,863",Shipped,9,2004,Vintage Cars,S18_3856,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Donnermeyer,Michael,Small
10307,48,87,"4,167",Shipped,10,2004,Vintage Cars,S18_3856,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Medium
10316,47,87,"4,080",Shipped,11,2004,Vintage Cars,S18_3856,giftsbymail.co.uk,Cowes,UK,EMEA,Bennett,Helen,Medium
10328,34,100,"3,815",Shipped,11,2004,Vintage Cars,S18_3856,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Medium
10338,45,100,"5,526",Shipped,11,2004,Vintage Cars,S18_3856,Royale Belge,Charleroi,Belgium,EMEA,Cartrain,Pascale,Medium
10351,20,100,"3,375",Shipped,12,2004,Vintage Cars,S18_3856,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Ann,Medium
10373,50,60,"3,025",Shipped,1,2005,Vintage Cars,S18_3856,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Pirkko,Medium
10386,22,58,"1,266",Resolved,3,2005,Vintage Cars,S18_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10398,45,100,"4,812",Shipped,3,2005,Vintage Cars,S18_3856,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Medium
10400,58,100,"7,307",Shipped,4,2005,Vintage Cars,S18_3856,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Large
10415,51,100,"6,209",Disputed,5,2005,Vintage Cars,S18_3856,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Medium
10104,38,100,"5,349",Shipped,1,2003,Classic Cars,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10117,22,100,"2,781",Shipped,4,2003,Classic Cars,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Small
10127,25,100,"3,447",Shipped,6,2003,Classic Cars,S18_4027,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10142,24,100,"3,792",Shipped,8,2003,Classic Cars,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10152,35,100,"4,524",Shipped,9,2003,Classic Cars,S18_4027,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Tony,Medium
10165,28,100,"3,338",Shipped,10,2003,Classic Cars,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10176,36,100,"5,532",Shipped,11,2003,Classic Cars,S18_4027,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Medium
10185,39,100,"5,097",Shipped,11,2003,Classic Cars,S18_4027,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Medium
10196,27,100,"4,537",Shipped,11,2003,Classic Cars,S18_4027,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Medium
10207,40,100,"6,147",Shipped,12,2003,Classic Cars,S18_4027,Diecast Collectables,Boston,USA,NA,Franco,Valarie,Medium
10220,50,100,"8,258",Shipped,2,2004,Classic Cars,S18_4027,"Clover Collections, Co.",Dublin,Ireland,EMEA,Cassidy,Dean,Large
10230,42,100,"7,238",Shipped,3,2004,Classic Cars,S18_4027,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Roland,Large
10247,48,100,"6,756",Shipped,5,2004,Classic Cars,S18_4027,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Medium
10272,25,100,"3,734",Shipped,7,2004,Classic Cars,S18_4027,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Medium
10282,31,100,"4,675",Shipped,8,2004,Classic Cars,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10292,44,100,"7,141",Shipped,9,2004,Classic Cars,S18_4027,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Large
10306,23,100,"3,601",Shipped,10,2004,Classic Cars,S18_4027,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10314,29,100,"4,207",Shipped,10,2004,Classic Cars,S18_4027,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Medium
10324,49,100,"5,380",Shipped,11,2004,Classic Cars,S18_4027,Vitachrome Inc.,NYC,USA,NA,Frick,Michael,Medium
10337,36,100,"5,679",Shipped,11,2004,Classic Cars,S18_4027,Classic Legends Inc.,NYC,USA,NA,Hernandez,Maria,Medium
10349,34,100,"4,395",Shipped,12,2004,Classic Cars,S18_4027,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10358,25,100,"2,528",Shipped,12,2004,Classic Cars,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10372,48,100,"7,032",Shipped,1,2005,Classic Cars,S18_4027,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Large
10383,38,100,"5,341",Shipped,2,2005,Classic Cars,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10394,37,100,"6,377",Shipped,3,2005,Classic Cars,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10413,49,100,"6,897",Shipped,5,2005,Classic Cars,S18_4027,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Medium
10100,22,87,"1,903",Shipped,1,2003,Vintage Cars,S18_4409,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Small
10110,28,89,"2,500",Shipped,3,2003,Vintage Cars,S18_4409,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Small
10124,36,86,"3,081",Shipped,5,2003,Vintage Cars,S18_4409,Signal Gift Stores,Las Vegas,USA,NA,King,Sue,Medium
10148,34,100,"3,598",Shipped,9,2003,Vintage Cars,S18_4409,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10162,39,100,"3,912",Shipped,10,2003,Vintage Cars,S18_4409,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Medium
10173,21,75,"1,585",Shipped,11,2003,Vintage Cars,S18_4409,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Small
10182,36,100,"3,943",Shipped,11,2003,Vintage Cars,S18_4409,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10193,24,98,"2,341",Shipped,11,2003,Vintage Cars,S18_4409,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Small
10204,29,86,"2,482",Shipped,12,2003,Vintage Cars,S18_4409,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Small
10213,38,95,"3,602",Shipped,1,2004,Vintage Cars,S18_4409,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Hardy,Thomas,Medium
10227,34,100,"3,567",Shipped,3,2004,Vintage Cars,S18_4409,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Medium
10241,42,90,"3,788",Shipped,4,2004,Vintage Cars,S18_4409,Mini Caravy,Strasbourg,France,EMEA,Citeaux,Frederique,Medium
10280,35,100,"3,704",Shipped,8,2004,Vintage Cars,S18_4409,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Medium
10288,35,81,"2,835",Shipped,9,2004,Vintage Cars,S18_4409,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Wendy,Small
10302,38,89,"3,392",Shipped,10,2003,Vintage Cars,S18_4409,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Medium
10311,41,82,"3,358",Shipped,10,2004,Vintage Cars,S18_4409,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10332,50,100,"7,310",Shipped,11,2004,Vintage Cars,S18_4409,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Large
10344,21,100,"2,203",Shipped,11,2004,Vintage Cars,S18_4409,Marseille Mini Autos,Marseille,France,EMEA,Lebihan,Laurence,Small
10367,43,63,"2,697",Resolved,1,2005,Vintage Cars,S18_4409,Toys4GrownUps.com,Pasadena,USA,NA,Young,Julie,Small
10380,32,100,"3,377",Shipped,2,2005,Vintage Cars,S18_4409,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10407,6,90,541,On Hold,4,2005,Vintage Cars,S18_4409,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Small
10420,66,93,"6,135",In Process,5,2005,Vintage Cars,S18_4409,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Medium
10105,41,83,"3,383",Shipped,2,2003,Vintage Cars,S18_4522,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Medium
10117,23,97,"2,241",Shipped,4,2003,Vintage Cars,S18_4522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Small
10128,43,92,"3,963",Shipped,6,2003,Vintage Cars,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10142,24,70,"1,685",Shipped,8,2003,Vintage Cars,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10153,22,83,"1,834",Shipped,9,2003,Vintage Cars,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10166,26,74,"1,917",Shipped,10,2003,Vintage Cars,S18_4522,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,Small
10177,35,75,"2,611",Shipped,11,2003,Vintage Cars,S18_4522,CAF Imports,Madrid,Spain,EMEA,Fernandez,Jesus,Small
10185,47,77,"3,630",Shipped,11,2003,Vintage Cars,S18_4522,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Medium
10197,50,100,"5,091",Shipped,11,2003,Vintage Cars,S18_4522,Enaco Distributors,Barcelona,Spain,EMEA,Saavedra,Eduardo,Medium
10208,45,88,"3,950",Shipped,1,2004,Vintage Cars,S18_4522,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Medium
10221,39,90,"3,492",Shipped,2,2004,Vintage Cars,S18_4522,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,Medium
10232,23,90,"2,059",Shipped,3,2004,Vintage Cars,S18_4522,giftsbymail.co.uk,Cowes,UK,EMEA,Bennett,Helen,Small
10248,42,75,"3,170",Cancelled,5,2004,Vintage Cars,S18_4522,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Medium
10261,20,90,"1,791",Shipped,6,2004,Vintage Cars,S18_4522,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Jean,Small
10273,33,71,"2,346",Shipped,7,2004,Vintage Cars,S18_4522,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,Small
10283,34,100,"3,581",Shipped,8,2004,Vintage Cars,S18_4522,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Lincoln,Elizabeth,Medium
10293,49,100,"4,946",Shipped,9,2004,Vintage Cars,S18_4522,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Medium
10306,39,90,"3,526",Shipped,10,2004,Vintage Cars,S18_4522,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10315,36,100,"3,602",Shipped,10,2004,Vintage Cars,S18_4522,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Janine,Medium
10326,50,86,"4,301",Shipped,11,2004,Vintage Cars,S18_4522,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Christina,Medium
10337,29,100,"4,498",Shipped,11,2004,Vintage Cars,S18_4522,Classic Legends Inc.,NYC,USA,NA,Hernandez,Maria,Medium
10350,30,100,"3,023",Shipped,12,2004,Vintage Cars,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10372,41,87,"3,562",Shipped,1,2005,Vintage Cars,S18_4522,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Medium
10383,28,59,"1,640",Shipped,2,2005,Vintage Cars,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10396,45,100,"4,739",Shipped,3,2005,Vintage Cars,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10414,16,75,"1,208",On Hold,5,2005,Vintage Cars,S18_4522,Gifts4AllAges.com,Boston,USA,NA,Yoshido,Juri,Small
10103,36,100,"4,228",Shipped,1,2003,Trucks and Buses,S18_4600,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Medium
10114,41,100,"4,815",Shipped,4,2003,Trucks and Buses,S18_4600,"La Corne D'abondance, Co.",Paris,France,EMEA,Bertrand,Marie,Medium
10126,50,100,"7,083",Shipped,5,2003,Trucks and Buses,S18_4600,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Large
10140,40,100,"4,601",Shipped,7,2003,Trucks and Buses,S18_4600,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Juri,Medium
10150,49,100,"6,467",Shipped,9,2003,Trucks and Buses,S18_4600,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10164,45,100,"5,013",Resolved,10,2003,Trucks and Buses,S18_4600,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Roland,Medium
10175,47,100,"5,122",Shipped,11,2003,Trucks and Buses,S18_4600,"Stylish Desk Decors, Co.",London,UK,EMEA,Brown,Ann,Medium
10183,21,100,"2,441",Shipped,11,2003,Trucks and Buses,S18_4600,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Small
10194,32,100,"4,262",Shipped,11,2003,Trucks and Buses,S18_4600,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Medium
10207,47,100,"6,658",Shipped,12,2003,Trucks and Buses,S18_4600,Diecast Collectables,Boston,USA,NA,Franco,Valarie,Medium
10217,38,100,"4,509",Shipped,2,2004,Trucks and Buses,S18_4600,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Wendy,Medium
10229,41,100,"4,716",Shipped,3,2004,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10245,21,100,"2,390",Shipped,5,2004,Trucks and Buses,S18_4600,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Small
10259,41,100,"4,667",Shipped,6,2004,Trucks and Buses,S18_4600,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Wendy,Medium
10270,38,100,"5,383",Shipped,7,2004,Trucks and Buses,S18_4600,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Medium
10281,25,99,"2,482",Shipped,8,2004,Trucks and Buses,S18_4600,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Small
10291,48,100,"5,289",Shipped,9,2004,Trucks and Buses,S18_4600,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10305,22,99,"2,184",Shipped,10,2004,Trucks and Buses,S18_4600,Marta's Replicas Co.,Cambridge,USA,NA,Hernandez,Marta,Small
10313,28,100,"2,882",Shipped,10,2004,Trucks and Buses,S18_4600,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Small
10323,47,100,"6,203",Shipped,11,2004,Trucks and Buses,S18_4600,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Roland,Medium
10334,49,100,"6,763",On Hold,11,2004,Trucks and Buses,S18_4600,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Christina,Medium
10347,45,100,"5,885",Shipped,11,2004,Trucks and Buses,S18_4600,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10357,28,100,"3,560",Shipped,12,2004,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10370,29,58,"1,668",Shipped,1,2005,Trucks and Buses,S18_4600,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10382,39,100,"4,891",Shipped,2,2005,Trucks and Buses,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10411,46,100,"5,236",Shipped,5,2005,Trucks and Buses,S18_4600,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Jean,Medium
10425,38,100,"4,325",In Process,5,2005,Trucks and Buses,S18_4600,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Janine,Medium
10103,41,47,"1,939",Shipped,1,2003,Vintage Cars,S18_4668,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Small
10113,50,50,"2,491",Shipped,3,2003,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10126,43,54,"2,315",Shipped,5,2003,Vintage Cars,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Small
10140,29,43,"1,255",Shipped,7,2003,Vintage Cars,S18_4668,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Juri,Small
10150,30,43,"1,283",Shipped,9,2003,Vintage Cars,S18_4668,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Small
10164,25,54,"1,346",Resolved,10,2003,Vintage Cars,S18_4668,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Roland,Small
10174,49,45,"2,194",Shipped,11,2003,Vintage Cars,S18_4668,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Tony,Small
10183,40,49,"1,972",Shipped,11,2003,Vintage Cars,S18_4668,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Small
10194,41,45,"1,836",Shipped,11,2003,Vintage Cars,S18_4668,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Small
10206,21,53,"1,120",Shipped,12,2003,Vintage Cars,S18_4668,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Small
10215,46,45,"2,083",Shipped,1,2004,Vintage Cars,S18_4668,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Steve,Small
10229,39,40,"1,570",Shipped,3,2004,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10245,45,60,"2,694",Shipped,5,2004,Vintage Cars,S18_4668,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Small
10258,21,60,"1,257",Shipped,6,2004,Vintage Cars,S18_4668,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Small
10270,44,58,"2,568",Shipped,7,2004,Vintage Cars,S18_4668,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Small
10281,44,60,"2,634",Shipped,8,2004,Vintage Cars,S18_4668,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Small
10291,29,52,"1,503",Shipped,9,2004,Vintage Cars,S18_4668,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Small
10304,34,49,"1,676",Shipped,10,2004,Vintage Cars,S18_4668,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Small
10312,39,57,"2,217",Shipped,10,2004,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10324,38,100,"6,832",Shipped,11,2004,Vintage Cars,S18_4668,Vitachrome Inc.,NYC,USA,NA,Frick,Michael,Medium
10333,24,80,"1,917",Shipped,11,2004,Vintage Cars,S18_4668,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Small
10348,29,100,"7,111",Shipped,11,2004,Vintage Cars,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Large
10358,30,100,"5,303",Shipped,12,2004,Vintage Cars,S18_4668,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10370,20,100,"2,730",Shipped,1,2005,Vintage Cars,S18_4668,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10382,39,100,"7,827",Shipped,2,2005,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Large
10411,35,60,"2,095",Shipped,5,2005,Vintage Cars,S18_4668,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Jean,Small
10424,26,60,"1,557",In Process,5,2005,Vintage Cars,S18_4668,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10108,44,100,"5,565",Shipped,3,2003,Classic Cars,S18_4721,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Arnold,Medium
10122,28,100,"3,583",Shipped,5,2003,Classic Cars,S18_4721,Marseille Mini Autos,Marseille,France,EMEA,Lebihan,Laurence,Medium
10135,31,100,"4,705",Shipped,7,2003,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10146,29,100,"4,445",Shipped,9,2003,Classic Cars,S18_4721,Gift Ideas Corp.,Glendale,USA,NA,Lewis,Dan,Medium
10159,32,100,"4,619",Shipped,10,2003,Classic Cars,S18_4721,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Medium
10169,33,100,"4,910",Shipped,11,2003,Classic Cars,S18_4721,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10180,44,100,"5,565",Shipped,11,2003,Classic Cars,S18_4721,Daedalus Designs Imports,Lille,France,EMEA,Rance,Martine,Medium
10191,32,100,"4,238",Shipped,11,2003,Classic Cars,S18_4721,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Medium
10211,41,100,"5,674",Shipped,1,2004,Classic Cars,S18_4721,Auto Canal Petit,Paris,France,EMEA,Perrier,Dominique,Medium
10225,35,100,"5,260",Shipped,2,2004,Classic Cars,S18_4721,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Medium
10238,44,100,"6,351",Shipped,4,2004,Classic Cars,S18_4721,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Medium
10252,26,100,"3,559",Shipped,5,2004,Classic Cars,S18_4721,Auto Canal Petit,Paris,France,EMEA,Perrier,Dominique,Medium
10264,20,100,"2,411",Shipped,6,2004,Classic Cars,S18_4721,Gifts4AllAges.com,Boston,USA,NA,Yoshido,Juri,Small
10276,48,100,"5,714",Shipped,8,2004,Classic Cars,S18_4721,Online Mini Collectables,Brickhaven,USA,NA,Barajas,Miguel,Medium
10287,34,100,"4,300",Shipped,8,2004,Classic Cars,S18_4721,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Medium
10299,49,100,"7,947",Shipped,9,2004,Classic Cars,S18_4721,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Large
10310,40,100,"5,357",Shipped,10,2004,Classic Cars,S18_4721,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Medium
10319,45,100,"7,901",Shipped,11,2004,Classic Cars,S18_4721,Microscale Inc.,NYC,USA,NA,Kuo,Kee,Large
10330,50,100,"6,101",Shipped,11,2004,Classic Cars,S18_4721,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Arnold,Medium
10342,38,100,"6,276",Shipped,11,2004,Classic Cars,S18_4721,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10355,25,100,"4,204",Shipped,12,2004,Classic Cars,S18_4721,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10363,28,58,"1,629",Shipped,1,2005,Classic Cars,S18_4721,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Small
10378,49,67,"3,290",Shipped,2,2005,Classic Cars,S18_4721,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10390,49,100,"6,863",Shipped,3,2005,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10110,42,61,"2,574",Shipped,3,2003,Classic Cars,S18_4933,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Small
10124,23,58,"1,328",Shipped,5,2003,Classic Cars,S18_4933,Signal Gift Stores,Las Vegas,USA,NA,King,Sue,Small
10148,29,81,"2,356",Shipped,9,2003,Classic Cars,S18_4933,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10161,25,81,"2,014",Shipped,10,2003,Classic Cars,S18_4933,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Small
10173,39,72,"2,807",Shipped,11,2003,Classic Cars,S18_4933,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Small
10182,44,70,"3,073",Shipped,11,2003,Classic Cars,S18_4933,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10193,25,76,"1,907",Shipped,11,2003,Classic Cars,S18_4933,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Small
10204,45,76,"3,432",Shipped,12,2003,Classic Cars,S18_4933,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10213,25,83,"2,085",Shipped,1,2004,Classic Cars,S18_4933,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Hardy,Thomas,Small
